,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,IGN
2988,Jurassic Park: Operation Genesis,PS2,2003,Simulation,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.27,75.0,13.0,8.9,21.0,Blue Tongue Entertainment,T,5.9
2989,NBA ShootOut 2001,PS,2000,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.27,71.0,10.0,tbd,,989 Sports,E,6.0
2990,Knockout Kings 2002,XB,2002,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,78.0,20.0,7.9,7.0,Electronic Arts,T,8.9
2991,InuYasha: Feudal Combat,PS2,2005,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27,52.0,14.0,8.3,21.0,Eighting,T,4.0
2992,R.U.S.E.,X360,2010,Strategy,Ubisoft,0.12,0.11,0.0,0.02,0.27,78.0,45.0,7,38.0,Eugen Systems,T,8.5
2993,Duel Masters,PS2,2004,Strategy,Atari,0.13,0.1,0.0,0.03,0.27,66.0,20.0,8.3,6.0,High Voltage Software,E,7.4
2994,Ratatouille,X360,2007,Action,THQ,0.23,0.02,0.0,0.02,0.27,56.0,14.0,tbd,,Heavy Iron Studios,E,6.8
2995,Boogie,DS,2007,Misc,Electronic Arts,0.24,0.0,0.0,0.02,0.27,58.0,11.0,tbd,,EA Montreal,E10+,5.5
2996,Call of Juarez: The Cartel,X360,2011,Shooter,Ubisoft,0.14,0.1,0.0,0.03,0.27,47.0,62.0,5.7,109.0,Techland,M,4.5
2997,My Japanese Coach,DS,2008,Misc,Ubisoft,0.24,0.0,0.0,0.02,0.27,59.0,4.0,6.7,6.0,"Ubisoft, Sensory Sweep",E,5.5
2998,Section 8,X360,2009,Shooter,SouthPeak Games,0.15,0.09,0.0,0.02,0.27,69.0,49.0,7.3,59.0,TimeGate Studios,T,7.5
2999,ESPN NBA Basketball,XB,2003,Sports,Sega,0.2,0.06,0.0,0.01,0.27,87.0,18.0,8.2,25.0,Visual Concepts,E,9.2
3000,Lowrider,PS2,2002,Misc,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26,46.0,14.0,8.4,11.0,Pacific Century Cyber Works,T,4.0
3001,Family Guy: Back to the Multiverse,PS3,2012,Action,Activision,0.12,0.1,0.0,0.04,0.26,40.0,9.0,6.4,31.0,Heavy Iron Studios,M,6.0
3002,All-Pro Football 2K8,X360,2007,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,75.0,22.0,6.8,52.0,Visual Concepts,E10+,7.6
3003,Fish Tycoon,DS,2007,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,46.0,9.0,7,6.0,"LDW, Big Fish Games",E,4.0
3004,Plants vs. Zombies,X360,2010,Strategy,PopCap Games,0.24,0.0,0.0,0.02,0.26,89.0,27.0,8.2,160.0,PopCap,E10+,9.0
3005,Rune: Viking Warlord,PS2,2001,Action,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,53.0,16.0,7.3,11.0,Human Head Studios,M,5.5
3006,The Incredible Hulk,X360,2008,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,42.0,6.4,24.0,Edge of Reality,T,5.7
3007,Panzer Dragoon Orta,XB,2002,Shooter,Sega,0.16,0.05,0.04,0.01,0.26,90.0,41.0,8.5,64.0,Smilebit,T,9.2
3008,America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,Nintendo,0.25,0.0,0.0,0.02,0.26,87.0,4.0,5.6,9.0,Indies Zero,E,8.5
3009,Suikoden Tierkreis,DS,2008,Role-Playing,Konami Digital Entertainment,0.09,0.01,0.15,0.01,0.26,76.0,24.0,7.4,37.0,Konami,E10+,8.8
3010,Superman Returns,X360,2006,Action,Electronic Arts,0.23,0.01,0.0,0.02,0.26,51.0,48.0,6.2,49.0,EA Tiburon,T,5.9
3011,Shin Megami Tensei: Devil Survivor,DS,2009,Role-Playing,Atlus,0.13,0.0,0.12,0.01,0.26,84.0,28.0,8.8,79.0,Atlus,T,8.7
3012,MLB SlugFest 2006,PS2,2006,Sports,Midway Games,0.13,0.1,0.0,0.03,0.26,56.0,11.0,7.5,10.0,Blue Shift,E10+,6.5
3013,Etrian Odyssey II: Heroes of Lagaard,DS,2008,Role-Playing,Atlus,0.09,0.0,0.16,0.01,0.26,82.0,17.0,8.9,24.0,Atlus,E10+,8.0
3014,The Incredible Hulk,PS3,2008,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,26.0,6.8,20.0,Edge of Reality,T,5.7
3015,Deadly Premonition,X360,2010,Action,Rising Star Games,0.18,0.06,0.0,0.02,0.26,68.0,39.0,8.2,332.0,Access Games,M,2.0
3016,Ford Racing 3,PS2,2004,Racing,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,50.0,7.0,6.6,8.0,Razorworks Studios,E,5.0
3017,Major League Baseball 2K10,Wii,2010,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,53.0,4.0,tbd,,Visual Concepts,E,5.5
3018,Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26,80.0,41.0,8.2,89.0,Atlus,T,8.5
3019,Final Fantasy V Advance,GBA,2006,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.26,83.0,25.0,7.2,75.0,TOSE,E,8.5
3020,Star Trek: Invasion,PS,2000,Simulation,Activision,0.15,0.1,0.0,0.02,0.26,76.0,12.0,tbd,,Warthog,E,8.0
3021,Naruto: Ultimate Ninja Heroes,PSP,2006,Fighting,Namco Bandai Games,0.26,0.0,0.0,0.0,0.26,70.0,11.0,6.6,11.0,Bandai,T,7.7
3022,Angry Birds Trilogy,X360,2012,Action,Activision,0.18,0.05,0.0,0.02,0.26,63.0,13.0,3.5,27.0,"Rovio Mobile, Rovio Entertainment",E,7.0
3023,Major League Baseball 2K9,Wii,2009,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,61.0,5.0,4.5,10.0,2K Sports,E,6.0
3024,Riding Spirits,PS2,2002,Racing,BAM! Entertainment,0.13,0.1,0.0,0.03,0.26,59.0,14.0,9,17.0,Spike,E,6.1
3025,MLB 09: The Show,PSP,2009,Sports,Sony Computer Entertainment,0.24,0.0,0.0,0.02,0.26,78.0,12.0,6.9,7.0,SCEA San Diego Studios,E,7.5
3026,Bust A Groove 2,PS,1999,Misc,Enix Corporation,0.04,0.03,0.18,0.02,0.26,66.0,8.0,8.9,35.0,Metro,E,6.8
3027,Armored Core: Nexus,PS2,2004,Simulation,Indie Games,0.06,0.05,0.14,0.02,0.26,73.0,19.0,8.7,7.0,From Software,T,7.5
3028,Evolution Skateboarding,PS2,2002,Sports,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.26,44.0,14.0,6.7,9.0,Konami,T,4.3
3029,Scene It? Twilight,Wii,2009,Misc,Konami Digital Entertainment,0.16,0.07,0.0,0.02,0.26,49.0,5.0,tbd,,Artificial Mind and Movement,T,5.5
3030,Outlaw Volleyball,XB,2003,Sports,TDK Mediactive,0.19,0.06,0.0,0.01,0.26,77.0,33.0,8.4,7.0,Hypnotix,M,8.0
3031,Spider-Man: Web of Shadows,PS3,2008,Action,Activision,0.2,0.04,0.0,0.02,0.26,67.0,44.0,7.9,34.0,"Treyarch, Shaba Games",T,5.3
3032,Legaia 2: Duel Saga,PS2,2001,Role-Playing,Eidos Interactive,0.13,0.1,0.0,0.03,0.26,67.0,21.0,8.4,43.0,Prokion,T,7.5
3033,Crash Nitro Kart,GC,2003,Racing,Vivendi Games,0.2,0.05,0.0,0.01,0.26,66.0,10.0,7.4,8.0,Vicarious Visions,E,5.8
3034,Don King Boxing,Wii,2009,Sports,Take-Two Interactive,0.14,0.09,0.0,0.03,0.26,55.0,17.0,tbd,,2K Shanghai,T,5.8
3035,Oddworld: Stranger's Wrath,XB,2005,Adventure,Electronic Arts,0.19,0.06,0.0,0.01,0.26,88.0,65.0,9.1,58.0,Oddworld Inhabitants,T,8.8
3036,Atelier Ayesha: The Alchemist of Dusk,PS3,2012,Role-Playing,Tecmo Koei,0.06,0.04,0.14,0.02,0.26,70.0,17.0,6.6,120.0,Gust,T,6.2
3037,We Cheer 2,Wii,2009,Simulation,Namco Bandai Games,0.24,0.0,0.0,0.02,0.26,64.0,7.0,tbd,,"Machatin, Inc.",E10+,6.5
3038,Drakan: The Ancients' Gates,PS2,2002,Adventure,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,78.0,31.0,9,39.0,Surreal Software,M,8.1
3039,Tokyo Jungle,PS3,2012,Action,Sony Computer Entertainment,0.0,0.0,0.26,0.0,0.26,74.0,60.0,8.4,89.0,Crispy's,T,8.0
3040,Army of Two: The Devil's Cartel,X360,2013,Shooter,Electronic Arts,0.16,0.07,0.0,0.02,0.26,54.0,55.0,6.2,195.0,Visceral Games,M,5.0
3041,Puppeteer,PS3,2013,Platform,Sony Computer Entertainment Europe,0.11,0.08,0.02,0.04,0.26,80.0,75.0,8.5,236.0,SCE Japan Studio,E10+,8.5
3042,Resident Evil: Deadly Silence,DS,2006,Action,Capcom,0.11,0.02,0.11,0.01,0.26,71.0,41.0,8.4,36.0,Capcom,M,7.0
3043,Legendary,X360,2008,Shooter,Atari,0.08,0.15,0.0,0.03,0.26,47.0,39.0,7.1,87.0,Spark Unlimited,M,2.5
3044,Rayman DS,DS,2005,Platform,Ubisoft,0.21,0.03,0.0,0.02,0.26,58.0,20.0,7.6,19.0,DC Studios,E,6.0
3045,All-Star Baseball 2003,XB,2002,Sports,Acclaim Entertainment,0.19,0.06,0.0,0.01,0.26,79.0,15.0,8.1,7.0,Acclaim,E,7.8
3046,NBA ShootOut 2004,PS2,2003,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,58.0,19.0,7.8,8.0,989 Sports,E,6.9
3047,Nancy Drew: The Mystery of the Clue Bender Society,DS,2008,Adventure,Codemasters,0.24,0.0,0.0,0.02,0.26,46.0,5.0,3.6,5.0,Gorilla Systems,E10+,4.0
3048,Castlevania: Harmony of Dissonance,GBA,2002,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0.0,0.26,87.0,27.0,8.2,39.0,KCET,T,9.2
3049,Formula One 2001,PS2,2001,Racing,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,73.0,18.0,6,5.0,Studio Liverpool,E,7.0
3050,Pirates of the Caribbean: Dead Man's Chest,DS,2006,Adventure,Disney Interactive Studios,0.23,0.01,0.0,0.02,0.26,63.0,11.0,8.6,7.0,Amaze Entertainment,T,7.0
3051,Baldur's Gate: Dark Alliance II,XB,2004,Role-Playing,Acclaim Entertainment,0.19,0.06,0.0,0.01,0.26,77.0,44.0,7.9,16.0,Black Isle Studios,T,8.4
3052,Madden NFL 2005,DS,2004,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.26,68.0,25.0,7.7,7.0,Exient Entertainment,E,7.0
3053,MVP Baseball 2004,GC,2004,Sports,Electronic Arts,0.2,0.05,0.0,0.01,0.26,89.0,25.0,8.5,11.0,EA Sports,E,8.5
3054,Secret Weapons Over Normandy,XB,2003,Simulation,LucasArts,0.19,0.05,0.0,0.01,0.25,77.0,31.0,8.8,4.0,Totally Games,T,8.0
3055,The Elder Scrolls IV: Oblivion,PC,2006,Role-Playing,Take-Two Interactive,0.01,0.2,0.0,0.04,0.25,94.0,54.0,8.1,2454.0,Bethesda Softworks,M,9.2
3056,Metroid Prime Pinball,DS,2005,Misc,Nintendo,0.21,0.0,0.02,0.02,0.25,79.0,51.0,7.9,32.0,Fuse Games Limited,E,8.0
3057,Teen Titans,PS2,2006,Action,THQ,0.12,0.1,0.0,0.03,0.25,56.0,12.0,8.6,17.0,Artificial Mind and Movement,E10+,6.0
3058,Madden NFL 08,DS,2007,Sports,Electronic Arts,0.23,0.0,0.0,0.02,0.25,71.0,11.0,tbd,,Exient Entertainment,E,8.0
3059,Bomberman Generation,GC,2002,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.25,81.0,19.0,8.5,15.0,Hudson,E,8.1
3060,Surfing H3O,PS2,2000,Sports,Take-Two Interactive,0.12,0.1,0.0,0.03,0.25,46.0,15.0,4.6,8.0,Opus,E,4.0
3061,NASCAR 09,X360,2008,Racing,Electronic Arts,0.23,0.0,0.0,0.02,0.25,69.0,32.0,7.8,15.0,EA Games,E,5.0
3062,World Series of Poker,XB,2005,Misc,Activision,0.19,0.05,0.0,0.01,0.25,52.0,14.0,tbd,,Activision Value,E10+,3.3
3063,NASCAR 09,PS3,2008,Racing,Electronic Arts,0.22,0.01,0.0,0.02,0.25,65.0,22.0,7.5,10.0,EA Games,E,5.0
3064,Game of Thrones,X360,2012,Role-Playing,Focus Home Interactive,0.15,0.08,0.0,0.02,0.25,52.0,35.0,5.2,126.0,"Cyanide, Cyanide Studios",M,4.0
3065,Triple Play 2002,XB,2002,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25,64.0,17.0,tbd,,Pandemic Studios,E,3.8
3066,Monsters vs. Aliens,Wii,2009,Action,Activision,0.14,0.09,0.0,0.02,0.25,69.0,12.0,tbd,,Beenox,E10+,3.0
3067,Amped 2,XB,2003,Sports,Microsoft Game Studios,0.2,0.04,0.0,0.01,0.25,80.0,34.0,7.7,20.0,Indie Built,E,9.0
3068,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009,Role-Playing,Square Enix,0.13,0.06,0.05,0.02,0.25,64.0,29.0,5.6,11.0,Square Enix,E10+,6.5
3069,College Hoops 2K6,PS2,N/A,Sports,Unknown,0.12,0.1,0.0,0.03,0.25,77.0,14.0,7.3,6.0,2K Sports,E,7.4
3070,NHL 08,PS3,2007,Action,Electronic Arts,0.16,0.06,0.0,0.03,0.25,86.0,23.0,6.9,23.0,EA Canada,E10+,8.6
3071,Juiced 2: Hot Import Nights,PS3,2007,Racing,THQ,0.18,0.04,0.01,0.03,0.25,71.0,10.0,6.4,5.0,Juice Games,T,6.8
3072,WipEout XL,PS,1996,Racing,Psygnosis,0.14,0.1,0.0,0.02,0.25,93.0,8.0,8.7,20.0,Psygnosis,,9.0
3073,LEGO Star Wars III: The Clone Wars,PC,2011,Action,LucasArts,0.1,0.13,0.0,0.03,0.25,76.0,14.0,7.5,44.0,Traveller's Tales,E10+,6.0
3074,The Powerpuff Girls: Chemical X-Traction,PS,2001,Action,BAM! Entertainment,0.14,0.1,0.0,0.02,0.25,30.0,6.0,6.3,4.0,VIS Entertainment,E,2.0
3075,Dead or Alive Xtreme 2,X360,2006,Sports,Tecmo Koei,0.15,0.02,0.06,0.02,0.25,53.0,46.0,6.7,42.0,Team Ninja,M,6.4
3076,Hunted: The Demon's Forge,PS3,2011,Action,Bethesda Softworks,0.12,0.08,0.02,0.03,0.25,57.0,34.0,6.2,70.0,InXile Entertainment,M,6.0
3077,Men of Valor,XB,2004,Shooter,Vivendi Games,0.19,0.05,0.0,0.01,0.25,73.0,47.0,8,8.0,2015,M,6.8
3078,Medal of Honor European Assault,GC,2005,Shooter,Electronic Arts,0.19,0.05,0.0,0.01,0.25,71.0,22.0,7.9,14.0,EA LA,T,8.1
3079,Billy Hatcher and the Giant Egg,GC,2003,Platform,Sega,0.19,0.05,0.0,0.01,0.25,71.0,37.0,8.7,31.0,Sonic Team,E,7.7
3080,NHL 08,X360,2007,Action,Electronic Arts,0.22,0.01,0.0,0.02,0.25,85.0,44.0,8.2,44.0,EA Canada,E10+,8.6
3081,Midway's Greatest Arcade Hits,GBA,2001,Misc,Midway Games,0.18,0.07,0.0,0.0,0.25,48.0,9.0,tbd,,Midway,E,3.5
3082,WipEout Fusion,PS2,2002,Racing,Sony Computer Entertainment,0.12,0.1,0.0,0.03,0.25,83.0,21.0,8.5,43.0,Studio Liverpool,E,9.0
3083,Prison Break: The Conspiracy,PS3,2010,Action,Deep Silver,0.05,0.15,0.0,0.05,0.25,42.0,33.0,3.8,20.0,ZootFly,T,3.5
3084,NHL 06,XB,2005,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25,79.0,35.0,8.4,18.0,EA Canada,E10+,8.5
3085,Atari Anthology,XB,2004,Misc,Atari,0.19,0.05,0.0,0.01,0.25,68.0,15.0,tbd,,Digital Eclipse,E,6.0
3086,Ultimate Fighting Championship,PS,2000,Fighting,Ubisoft,0.14,0.09,0.0,0.02,0.25,53.0,6.0,7.4,16.0,Opus,T,3.0
3087,Animal Paradise,DS,2007,Simulation,Empire Interactive,0.09,0.14,0.0,0.02,0.25,49.0,7.0,tbd,,Empire Interactive,E,5.0
3088,XIII,XB,2003,Shooter,Ubisoft,0.16,0.08,0.0,0.01,0.25,74.0,38.0,8.3,15.0,Southend Interactive,M,9.0
3089,Up,PS3,2009,Action,THQ,0.15,0.06,0.0,0.03,0.25,65.0,5.0,6.5,4.0,Heavy Iron Studios,E10+,7.0
3090,Michael Jackson: The Experience,DS,2010,Misc,Ubisoft,0.21,0.02,0.0,0.02,0.25,64.0,5.0,6.6,5.0,Ubisoft,E10+,6.0
3091,MotoGP '07,X360,2007,Racing,THQ,0.23,0.0,0.0,0.02,0.25,78.0,20.0,7.3,11.0,"Climax Group, Climax Studios",E,5.5
3092,Cars,X360,2006,Racing,THQ,0.22,0.01,0.0,0.02,0.25,65.0,16.0,6.1,8.0,Rainbow Studios,E,6.8
3093,Beyblade: Metal Fusion,DS,2009,Role-Playing,Hudson Soft,0.07,0.03,0.14,0.01,0.25,36.0,4.0,tbd,,Hudson Soft,E,4.0
3094,Madagascar: Escape 2 Africa,X360,2008,Action,Activision,0.12,0.1,0.0,0.03,0.25,62.0,23.0,tbd,,Toys for Bob,E10+,5.5
3095,Need for Speed Rivals,PC,2013,Racing,Electronic Arts,0.04,0.19,0.0,0.02,0.25,76.0,16.0,3.3,546.0,Ghost Games,E10+,8.0
3096,The Mummy: Tomb of the Dragon Emperor,PS2,2008,Action,Vivendi Games,0.12,0.1,0.0,0.03,0.25,38.0,7.0,6.8,6.0,Eurocom Entertainment Software,T,4.5
3097,Def Jam Vendetta,GC,2003,Fighting,Electronic Arts,0.19,0.05,0.0,0.01,0.25,81.0,22.0,8.5,8.0,Aki Corp.,T,8.9
3098,The Sims 2,XB,2005,Simulation,Electronic Arts,0.19,0.05,0.0,0.01,0.25,75.0,31.0,7.1,8.0,Maxis,T,7.9
3099,Spider-Man: Web of Shadows,Wii,2008,Action,Activision,0.22,0.01,0.0,0.02,0.25,63.0,20.0,6.9,13.0,"Treyarch, Shaba Games",T,5.3
3100,The Bureau: XCOM Declassified,PS3,2013,Shooter,Take-Two Interactive,0.08,0.13,0.0,0.04,0.25,69.0,22.0,6.7,79.0,2K Marin,M,5.5
3101,World Series Baseball 2K3,PS2,2003,Sports,Sega,0.12,0.1,0.0,0.03,0.25,87.0,21.0,8.7,19.0,Blue Shift,E,9.1
3102,Tony Hawk's Proving Ground,Wii,2007,Sports,Activision,0.22,0.01,0.0,0.02,0.25,57.0,8.0,6.2,19.0,Page 44 Studios,T,4.0
3103,Indiana Jones and the Staff of Kings,PSP,2009,Action,Activision,0.11,0.09,0.0,0.05,0.25,63.0,10.0,7.8,17.0,Amaze,T,5.0
3104,The Outfit,X360,2006,Action,THQ,0.21,0.02,0.0,0.02,0.25,70.0,52.0,7.5,48.0,Relic,M,6.9
3105,Don King Presents: Prizefighter,X360,2008,Sports,Take-Two Interactive,0.14,0.08,0.0,0.02,0.25,56.0,45.0,6.4,29.0,Venom Games,T,5.0
3106,Devil Kings,PS2,2005,Action,Capcom,0.03,0.03,0.18,0.01,0.25,64.0,27.0,7.4,12.0,Capcom,T,5.9
3107,Bolt,X360,2008,Adventure,Disney Interactive Studios,0.18,0.05,0.0,0.02,0.25,57.0,18.0,7.1,7.0,Avalanche Software,E10+,4.5
3108,Spider-Man: Edge of Time,X360,2011,Action,Activision,0.18,0.05,0.0,0.02,0.25,57.0,50.0,6.8,33.0,Beenox,T,5.5
3109,Dynasty Warriors 6,PS2,2008,Action,Tecmo Koei,0.12,0.09,0.0,0.03,0.25,43.0,7.0,5.4,14.0,"Koei, Omega Force",T,3.0
3110,America's Army: Rise of a Soldier,XB,2005,Shooter,Ubisoft,0.19,0.05,0.0,0.01,0.25,70.0,19.0,7.4,21.0,Secret Level,T,5.5
3111,Grandia,PS,1999,Role-Playing,Ubisoft,0.14,0.09,0.0,0.02,0.25,89.0,14.0,6.6,77.0,Game Arts,E,9.0
3112,Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006,Adventure,Ubisoft,0.12,0.09,0.0,0.03,0.25,51.0,32.0,7.5,13.0,7 Studios,T,5.0
3113,Armored Core 4,X360,2007,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25,65.0,31.0,7.2,31.0,From Software,T,5.9
3114,Indiana Jones and the Staff of Kings,DS,2009,Action,Activision,0.16,0.07,0.0,0.02,0.25,50.0,5.0,6.8,11.0,LucasArts,T,5.0
3115,X-Men Origins: Wolverine,Wii,2009,Action,Activision,0.19,0.04,0.0,0.02,0.25,53.0,8.0,6.1,10.0,Amaze Entertainment,T,5.0
3116,Disgaea 2: Dark Hero Days,PSP,2009,Role-Playing,Nippon Ichi Software,0.1,0.01,0.12,0.02,0.25,83.0,33.0,7.1,47.0,Nippon Ichi Software,T,8.6
3117,Major League Baseball 2K7,PS3,2007,Sports,Spike,0.23,0.0,0.0,0.02,0.25,74.0,19.0,4.7,7.0,Kush Games,E,3.0
3118,Final Fantasy XI: Chains of Promathia,PS2,2004,Role-Playing,Square Enix,0.12,0.09,0.0,0.03,0.25,77.0,13.0,8,10.0,Square Enix,T,8.0
3119,The Chronicles of Riddick: Assault on Dark Athena,PS3,2009,Shooter,Vivendi Games,0.12,0.09,0.0,0.04,0.25,80.0,45.0,7.7,40.0,Starbreeze,M,7.4
3120,X-Men Legends II: Rise of Apocalypse,GC,2005,Role-Playing,Activision,0.19,0.05,0.0,0.01,0.25,82.0,34.0,6.2,26.0,Raven Software,T,8.4
3121,Family Guy: Back to the Multiverse,X360,2012,Action,Activision,0.14,0.09,0.0,0.02,0.25,39.0,28.0,5,51.0,Heavy Iron Studios,M,6.0
3122,Create,Wii,2010,Action,Electronic Arts,0.2,0.02,0.0,0.02,0.25,62.0,7.0,tbd,,EA Bright Light,E,6.0
3123,NBA Courtside 2002,GC,2002,Sports,Nintendo,0.19,0.05,0.0,0.01,0.25,71.0,18.0,7.4,7.0,Left Field Productions,E,7.5
3124,Sly Cooper: Thieves in Time,PSV,2013,Platform,Sony Computer Entertainment Europe,0.13,0.06,0.0,0.06,0.25,75.0,15.0,8.2,148.0,Sanzaru Games,E10+,8.0
3125,Digimon World: Data Squad,PS2,2006,Role-Playing,Namco Bandai Games,0.12,0.09,0.0,0.03,0.24,43.0,12.0,8,20.0,Bec,E10+,3.5
3126,Hitman: Absolution,PC,2012,Action,Square Enix,0.03,0.17,0.0,0.04,0.24,79.0,26.0,7,1327.0,"Io Interactive, Nixxes Software",M,9.0
3127,Racquet Sports,Wii,2010,Sports,Ubisoft,0.13,0.09,0.0,0.02,0.24,51.0,8.0,8.6,15.0,Asobo Studio,E,4.5
3128,Trials Fusion,XOne,2014,Racing,Ubisoft,0.12,0.1,0.0,0.02,0.24,80.0,28.0,7.1,158.0,RedLynx,E10+,8.2
3129,Mega Man X Collection,PS2,N/A,Misc,Unknown,0.12,0.09,0.0,0.03,0.24,73.0,23.0,8.8,14.0,Capcom,E,7.0
3130,Far Cry Instincts Predator,X360,2006,Shooter,Ubisoft,0.2,0.03,0.0,0.02,0.24,78.0,46.0,6.2,80.0,Ubisoft Montreal,M,8.3
3131,Army Men: Sarge's Heroes 2,PS,2000,Shooter,3DO,0.14,0.09,0.0,0.02,0.24,48.0,8.0,7.3,7.0,3DO,T,4.5
3132,MLB,PSP,2005,Sports,Sony Computer Entertainment,0.23,0.0,0.0,0.02,0.24,80.0,26.0,7.9,18.0,989 Sports,E,8.0
3133,Ys: Memories of Celceta,PSV,2012,Action,Nihon Falcom Corporation,0.1,0.01,0.1,0.04,0.24,82.0,56.0,8.8,237.0,Falcom,T,7.5
3134,Britney's Dance Beat,PS2,2002,Misc,THQ,0.12,0.09,0.0,0.03,0.24,63.0,20.0,4.8,20.0,Metro Graphics,E,5.5
3135,Vexx,PS2,2003,Platform,Acclaim Entertainment,0.12,0.09,0.0,0.03,0.24,63.0,20.0,7.6,11.0,Acclaim Studios Austin,T,7.6
3136,TimeSplitters: Future Perfect,PS2,2005,Shooter,Electronic Arts,0.12,0.09,0.0,0.03,0.24,84.0,39.0,9.1,117.0,Free Radical Design,M,8.9
3137,Dynasty Warriors Next,PSV,2011,Action,Tecmo Koei,0.05,0.06,0.11,0.02,0.24,67.0,35.0,7.5,73.0,Koei,T,8.0
3138,Harvest Moon: Magical Melody,GC,2005,Simulation,Ubisoft,0.19,0.05,0.0,0.01,0.24,83.0,14.0,8.9,44.0,Marvelous,E,8.2
3139,Genma Onimusha,XB,2002,Action,Capcom,0.14,0.04,0.05,0.01,0.24,83.0,27.0,8.6,10.0,Capcom,M,8.3
3140,DK: King of Swing,GBA,2005,Platform,Nintendo,0.17,0.06,0.0,0.0,0.24,70.0,30.0,5,6.0,Paon Corporation,E,7.8
3141,Turning Point: Fall of Liberty,PS3,2008,Shooter,Codemasters,0.21,0.01,0.0,0.02,0.24,42.0,28.0,5.5,33.0,Spark Unlimited,T,5.0
3142,Homefront,PC,2011,Shooter,THQ,0.11,0.1,0.0,0.03,0.24,70.0,36.0,5.5,531.0,Digital Extremes,M,7.0
3143,Corvette,XB,2003,Racing,TDK Mediactive,0.18,0.05,0.0,0.01,0.24,53.0,4.0,8.6,12.0,Steel Monkeys,E,5.5
3144,Fuel,PS3,2009,Racing,Codemasters,0.08,0.11,0.0,0.04,0.24,67.0,44.0,7.4,36.0,Asobo Studio,E,5.1
3145,NBA Live 10,PSP,2009,Sports,Electronic Arts,0.21,0.0,0.01,0.02,0.24,64.0,4.0,4.2,10.0,EA Canada,E,6.8
3146,Burnout 2: Point of Impact,XB,2003,Racing,Acclaim Entertainment,0.18,0.05,0.0,0.01,0.24,88.0,23.0,5.1,23.0,Criterion Games,E,8.5
3147,Super Monkey Ball Deluxe,PS2,2005,Misc,Sega,0.12,0.09,0.0,0.03,0.24,78.0,25.0,7.7,13.0,Sega,E,7.9
3148,BioShock 2,PC,N/A,Shooter,Take-Two Interactive,0.02,0.19,0.0,0.04,0.24,88.0,36.0,8,1247.0,2K Marin,M,9.1
3149,Lunar: Silver Star Harmony,PSP,2009,Role-Playing,GungHo,0.19,0.0,0.03,0.02,0.24,80.0,26.0,7.7,47.0,Game Arts,T,8.2
3150,Dancing With The Stars,Wii,2007,Misc,Activision,0.22,0.0,0.0,0.02,0.24,42.0,5.0,6.2,5.0,Zoe Mode,E10+,5.7
3151,Dynasty Warriors 7,X360,2011,Action,Tecmo Koei,0.16,0.06,0.0,0.02,0.24,58.0,22.0,8,46.0,Omega Force,T,5.0
3152,Azurik: Rise of Perathia,XB,2001,Action,Microsoft Game Studios,0.18,0.05,0.0,0.01,0.24,52.0,26.0,8.5,14.0,Adrenium,T,6.5
3153,Dragon Ball Z: Sagas,XB,2005,Fighting,Atari,0.18,0.05,0.0,0.01,0.24,51.0,11.0,6.1,8.0,Avalanche Software,T,4.0
3154,Crash Tag Team Racing,PSP,2005,Racing,Vivendi Games,0.16,0.05,0.0,0.03,0.24,68.0,9.0,7.1,25.0,Radical Entertainment,E10+,7.0
3155,Asura's Wrath,X360,2012,Action,Capcom,0.15,0.06,0.01,0.02,0.24,71.0,54.0,6.5,131.0,CyberConnect2,T,7.5
